reply_settings,referenced_tweets,id,created_at,text,author_id,source,conversation_id,lang,in_reply_to_user_id,retweetcount,reply_count,like_count,quote_count,reference_type,reference_id,keyword,hashtags,tokens,word_count,sum_like_retweet,sentiment_polarity,sentiment_type
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487212366190284805,2022-01-28T23:53:53.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",1089741360725479424,Twitter for iPhone,1487212366190284805,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487184261970948101'}",1487212357138796544,2022-01-28T23:53:51.000Z, truckers freedom rally in vancouver on the 29 th,1425657767658881029,Twitter for iPhone,1487212357138796544,en,,11,0,0,0,retweeted,1487184261970948101,vancouver lang:en,[],"['29', 'freedom', 'on', 'vancouver', 'truckers', 'rally', 'th', 'the', 'in']",9,11,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487212323852988417,2022-01-28T23:53:43.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",1721943907,Twitter for Android,1487212323852988417,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1486708165026750465'}",1487212317360205824,2022-01-28T23:53:42.000Z," she was vonn to watch

 us alpine skier lindsey vonn is a 3x olympic medallist that dominated the slopes

 pyeongchang",799241716402417664,Twitter for iPhone,1487212317360205824,en,,50,0,0,0,retweeted,1486708165026750465,vancouver lang:en,[],"['to', 'is', 'skier', 'a', 'lindsey', 'the', '3x', 'us', 'was', 'alpine', 'olympic', 'she', 'pyeongchang', 'vonn', 'medallist', 'slopes', 'watch', 'that', 'dominated']",20,50,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487212296346607617,2022-01-28T23:53:37.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",1610944424,Twitter for iPhone,1487212296346607617,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487212285034704901,2022-01-28T23:53:34.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",2978249818,Twitter for Android,1487212285034704901,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487206969098137600'}",1487212278172860423,2022-01-28T23:53:32.000Z,the  is going to launch an  case study program to understand the depth of reductions possible in,246910616,Twitter for iPhone,1487212278172860423,en,,5,0,0,0,retweeted,1487206969098137600,vancouver lang:en,['#embodiedenergy'],"['launch', 'to', 'possible', 'case', 'study', 'program', 'of', 'reductions', 'understand', 'is', 'going', 'depth', 'the', 'in', 'an']",17,5,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487207117530537985'}",1487212263035441152,2022-01-28T23:53:29.000Z,iconic vancouver watering hole formerly known as the railway club up for sale at 499000 ,20877808,Twitter for iPhone,1487212263035441152,en,,2,0,0,0,retweeted,1487207117530537985,vancouver lang:en,[],"['known', 'iconic', 'hole', 'railway', 'sale', 'vancouver', 'at', 'formerly', 'as', 'for', '499000', 'watering', 'up', 'the', 'club']",15,2,0.25,positive
everyone,"{'type': 'retweeted', 'id': '1484287803026558983'}",1487212213689540611,2022-01-28T23:53:17.000Z,"canada is taking a stand we want our country back 
we support you truckers 
truckers freedom convoy 2022 vancouve",1268074255,Twitter Web App,1487212213689540611,en,,325,0,0,0,retweeted,1484287803026558983,vancouver lang:en,[],"['stand', 'freedom', 'want', 'our', 'truckers', 'canada', 'support', 'is', 'we', 'country', '2022', 'a', 'vancouve', 'taking', 'back', 'you', 'convoy']",19,325,0.0,neutral
everyone,"{'type': 'original', 'id': '1487212164326862859'}",1487212164326862859,2022-01-28T23:53:05.000Z,the burrard otter ii seabus has arrived at waterfront vancouver at 353 pm,554057558,SeaBus Status Updater,1487212164326862859,en,,0,0,0,0,original,1487212164326862859,vancouver lang:en,[],"['353', 'burrard', 'at', 'vancouver', 'ii', 'seabus', 'has', 'pm', 'waterfront', 'the', 'arrived', 'otter']",13,0,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487160293876768769'}",1487212053764870144,2022-01-28T23:52:39.000Z,you guys really support this         ,18360735,Twitter for iPad,1487212053764870144,en,,17,0,0,0,retweeted,1487160293876768769,vancouver lang:en,"['#bernier', '#nazis', '#kkk', '#christofascism', '#fakechristians', '#i…']","['really', 'support', 'this', 'you', 'guys']",5,17,0.2,positive
everyone,"{'type': 'replied_to', 'id': '1486878003376398340'}",1487211970394787840,2022-01-28T23:52:19.000Z," it would be great to see it tour around the world in towns like montreal new york toronto vancouver miami tokyo paris london berlin madrid tokyo rome and others
that would allow everyone to witness the paintings in person",499815801,Twitter Web App,1486878003376398340,en,26653381.0,0,0,0,0,replied_to,1486878003376398340,vancouver lang:en,[],"['to', 'berlin', 'tokyo', 'others', 'and', 'would', 'paintings', 'allow', 'like', 'in', 'paris', 'madrid', 'towns', 'new', 'montreal', 'toronto', 'the', 'witness', 'great', 'london', 'see', 'it', 'miami', 'around', 'tour', 'person', 'everyone', 'vancouver', 'be', 'that', 'rome', 'world', 'york']",39,0,0.4681818181818182,positive
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211905655713794,2022-01-28T23:52:04.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",2656097387,Twitter for Android,1487211905655713794,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211894666678279,2022-01-28T23:52:01.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",1284883598198345728,Twitter for Android,1487211894666678279,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487208269072388096'}",1487211886730887168,2022-01-28T23:51:59.000Z,"fan of card games check out  

theyre a local vancouver organization that typically hosts card games",750731802,Twitter for Android,1487211886730887168,en,,3,0,0,0,retweeted,1487208269072388096,vancouver lang:en,[],"['out', 'hosts', 'fan', 'check', 'of', 'theyre', 'vancouver', 'typically', 'that', 'a', 'local', 'card', 'games', 'organization']",16,3,-0.08333333333333333,negative
everyone,"{'type': 'original', 'id': '1487211884302331904'}",1487211884302331904,2022-01-28T23:51:58.000Z,investigators continue probe into jan 9 fatal police shooting in east vancouver  ,15079397,Automate Posts from Columbian,1487211884302331904,en,,0,0,1,0,original,1487211884302331904,vancouver lang:en,[],"['continue', '9', 'vancouver', 'east', 'in', 'into', 'probe', 'police', 'investigators', 'jan', 'fatal', 'shooting']",12,1,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211868313862145,2022-01-28T23:51:55.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",2394274876,Twitter for iPhone,1487211868313862145,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'quoted', 'id': '1487207365900439553'}",1487211860214484992,2022-01-28T23:51:53.000Z,noooooooo this is one of the last decent live music bartype venues in vancouver i can think of so many good memories of great bands ,32661922,Twitter Web App,1487211860214484992,en,,0,0,0,0,quoted,1487207365900439553,vancouver lang:en,[],"['think', 'is', 'this', 'in', 'bartype', 'of', 'last', 'noooooooo', 'bands', 'the', 'venues', 'many', 'one', 'great', 'i', 'can', 'decent', 'vancouver', 'good', 'live', 'memories', 'music', 'so']",25,0,0.3838383838383838,positive
everyone,"{'type': 'original', 'id': '1487211858532601859'}",1487211858532601859,2022-01-28T23:51:52.000Z,should city of vancouver be allowed to use green roof as a burial suite ,20408851,Twitter for iPhone,1487211858532601859,en,,0,0,0,0,original,1487211858532601859,vancouver lang:en,[],"['roof', 'to', 'suite', 'of', 'use', 'vancouver', 'be', 'allowed', 'should', 'green', 'as', 'city', 'a', 'burial']",14,0,-0.2,negative
everyone,"{'type': 'replied_to', 'id': '1486111948580311043'}",1487211848768311299,2022-01-28T23:51:50.000Z," miss pearlee born in dubailoves vancouver island fireplace required
pearlee thanks you for your kind gestures ",1061000726,Twitter for iPad,1486110647536529412,en,1061000726.0,0,0,0,0,replied_to,1486111948580311043,vancouver lang:en,[],"['miss', 'born', 'dubailoves', 'required', 'your', 'vancouver', 'island', 'kind', 'gestures', 'for', 'fireplace', 'pearlee', 'thanks', 'you', 'in']",16,0,0.4,positive
everyone,"{'type': 'retweeted', 'id': '1486612542352871429'}",1487211846054531073,2022-01-28T23:51:49.000Z,i have got to revisit vancouver soon i miss the rain and the men  ,1058857539515801601,Twitter for iPhone,1487211846054531073,en,,264,0,0,0,retweeted,1486612542352871429,vancouver lang:en,[],"['miss', 'men', 'to', 'vancouver', 'i', 'soon', 'revisit', 'got', 'and', 'rain', 'the', 'have']",14,264,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211813964070913,2022-01-28T23:51:42.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",1225725594593374208,Twitter for iPhone,1487211813964070913,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'replied_to', 'id': '1487210514954526722'}",1487211790765371392,2022-01-28T23:51:36.000Z, her name is vancouver she lives in alberta,8094992,Twitter Web App,1487209602987003910,en,20788498.0,0,1,1,0,replied_to,1487210514954526722,vancouver lang:en,[],"['name', 'she', 'vancouver', 'is', 'her', 'alberta', 'in', 'lives']",8,1,0.0,neutral
everyone,"{'type': 'original', 'id': '1487211766887194624'}",1487211766887194624,2022-01-28T23:51:30.000Z,the burrard beaver seabus has departed lonsdale quay north vancouver at 351 pm,554057558,SeaBus Status Updater,1487211766887194624,en,,0,0,0,0,original,1487211766887194624,vancouver lang:en,[],"['burrard', 'at', 'departed', 'vancouver', 'quay', 'beaver', 'lonsdale', 'north', 'has', 'seabus', 'pm', 'the', '351']",13,0,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1486096332083191809'}",1487211761740627969,2022-01-28T23:51:29.000Z,"participate in the city poems contest offered by the new poet laureate of vancouver fiona tinwei lam
  ",1437539837477748738,Twitter for Android,1487211761740627969,en,,3,0,0,0,retweeted,1486096332083191809,vancouver lang:en,"['#poetry', '#contest', '#po…']","['poet', 'laureate', 'new', 'fiona', 'of', 'vancouver', 'tinwei', 'lam', 'poems', 'contest', 'city', 'by', 'participate', 'the', 'in', 'offered']",17,3,0.13636363636363635,positive
everyone,"{'type': 'replied_to', 'id': '1473366777073602560'}",1487211754333507584,2022-01-28T23:51:27.000Z, this is amazing first time seeing this it really speaks to the community we have in vancouver and the way in which we take care of one another i have an innovative idea to build on this program who can i speak with from your team ,309923707,Twitter for iPhone,1473366777073602560,en,1726536248.0,0,0,0,0,replied_to,1473366777073602560,vancouver lang:en,[],"['who', 'to', 'community', 'and', 'speaks', 'is', 'amazing', 'this', 'seeing', 'an', 'with', 'in', 'way', 'have', 'team', 'take', 'time', 'of', 'first', 'your', 'we', 'another', 'the', 'one', 'on', 'program', 'it', 'i', 'from', 'speak', 'can', 'innovative', 'build', 'really', 'vancouver', 'which', 'idea', 'care']",46,0,0.3875,positive
everyone,"{'type': 'retweeted', 'id': '1487185902350655488'}",1487211699627200512,2022-01-28T23:51:14.000Z,tune in  3pm to  canadian natl wine awards cochair  reveals his look at the bes,2905424672,Twitter for iPhone,1487211699627200512,en,,2,0,0,0,retweeted,1487185902350655488,vancouver lang:en,[],"['to', 'awards', 'cochair', 'at', 'look', 'in', 'reveals', '3pm', 'bes', 'wine', 'tune', 'natl', 'canadian', 'the', 'his']",15,2,0.0,neutral
everyone,"{'type': 'original', 'id': '1487211675900121093'}",1487211675900121093,2022-01-28T23:51:09.000Z,just found out that the two people who have inspired me recently are both based in vancouver bc  where i also went for my exchange study im getting a  vibe ,100157460,Twitter Web App,1487211675900121093,en,,0,0,0,0,original,1487211675900121093,vancouver lang:en,['#vancouver'],"['who', 'vibe', 'study', 'went', 'a', 'bc', 'in', 'have', 'are', 'im', 'just', 'people', 'the', 'also', 'me', 'exchange', 'two', 'both', 'i', 'my', 'based', 'recently', 'out', 'getting', 'found', 'vancouver', 'inspired', 'that', 'for', 'where']",30,0,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211665774964736,2022-01-28T23:51:06.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",1297706146766163969,Twitter for Android,1487211665774964736,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211661039652864,2022-01-28T23:51:05.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",3713130496,Twitter for iPhone,1487211661039652864,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'original', 'id': '1487211655641681921'}",1487211655641681921,2022-01-28T23:51:04.000Z,"timbertrain coffee roasters vancouver canada
   ",506469758,Sprout Social,1487211655641681921,en,,0,0,13,0,original,1487211655641681921,vancouver lang:en,"['#makecoffeebetter', '#slayerespresso', '#slayerinthewild']","['vancouver', 'canada', 'timbertrain', 'roasters', 'coffee']",5,13,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487184261970948101'}",1487211604114608130,2022-01-28T23:50:52.000Z, truckers freedom rally in vancouver on the 29 th,75265021,Twitter for Android,1487211604114608130,en,,11,0,0,0,retweeted,1487184261970948101,vancouver lang:en,[],"['29', 'freedom', 'on', 'vancouver', 'truckers', 'rally', 'th', 'the', 'in']",9,11,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487123946852200449'}",1487211590189469697,2022-01-28T23:50:48.000Z,"moving to canada on tuesday and im so excited to get out of this tiny country  

any canadian vancouver oomfs wann",1324912711914885121,Twitter for iPhone,1487211590189469697,en,,42,0,0,0,retweeted,1487123946852200449,vancouver lang:en,[],"['to', 'tuesday', 'moving', 'and', 'this', 'im', 'get', 'of', 'country', 'any', 'on', 'canadian', 'wann', 'out', 'vancouver', 'oomfs', 'canada', 'tiny', 'excited', 'so']",21,42,0.1875,positive
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211531083337732,2022-01-28T23:50:34.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",712344551969656832,Twitter for iPhone,1487211531083337732,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487123520563863554'}",1487211526649901056,2022-01-28T23:50:33.000Z,maria roth is standing up for the future of community housing in vancouver living here shouldnt be like winning the lottery,988277286204932096,Twitter for Android,1487211526649901056,en,,3,0,0,0,retweeted,1487123520563863554,vancouver lang:en,[],"['future', 'community', 'is', 'like', 'in', 'living', 'of', 'here', 'up', 'the', 'housing', 'maria', 'winning', 'standing', 'shouldnt', 'vancouver', 'be', 'for', 'lottery', 'roth']",21,3,0.25,positive
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211490138595340,2022-01-28T23:50:24.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",388538578,Twitter for Android,1487211490138595340,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'original', 'id': '1487211438460616707'}",1487211438460616707,2022-01-28T23:50:12.000Z,transit workers start striking in the  area saturday demanding  transit close the wage gap between them and employees in    ,71080496,Salesforce - Social Studio,1487211438460616707,en,,3,1,10,1,original,1487211438460616707,vancouver lang:en,"['#whistler', '#bc', '#vancouver,', '#victoria']","['area', 'gap', 'close', 'between', 'striking', 'them', 'saturday', 'and', 'wage', 'workers', 'the', 'in', 'demanding', 'employees', 'transit', 'start']",19,13,0.5,positive
everyone,"{'type': 'retweeted', 'id': '1487148112447774727'}",1487211429434257408,2022-01-28T23:50:10.000Z,its not easy being the sons of superman  just ask jonathan and jordan kent get ready to meet superman amp lois stars jorda,40065102,Twitter for iPad,1487211429434257408,en,,22,0,0,0,retweeted,1487148112447774727,vancouver lang:en,[],"['to', 'being', 'sons', 'and', 'lois', 'kent', 'get', 'of', 'just', 'ready', 'meet', 'ask', 'stars', 'the', 'superman', 'jordan', 'not', 'amp', 'jonathan', 'its', 'easy', 'jorda']",23,22,-0.008333333333333331,negative
everyone,"{'type': 'retweeted', 'id': '1487208269072388096'}",1487211412464177154,2022-01-28T23:50:06.000Z,"fan of card games check out  

theyre a local vancouver organization that typically hosts card games",3101189232,Twitter for Android,1487211412464177154,en,,3,0,0,0,retweeted,1487208269072388096,vancouver lang:en,[],"['out', 'hosts', 'fan', 'check', 'of', 'theyre', 'vancouver', 'typically', 'that', 'a', 'local', 'card', 'games', 'organization']",16,3,-0.08333333333333333,negative
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211401685127173,2022-01-28T23:50:03.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",3507468558,Twitter for iPhone,1487211401685127173,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'original', 'id': '1487211387621294080'}",1487211387621294080,2022-01-28T23:50:00.000Z,in vancouver this counts as a sext ,19326539,Twitter for iPhone,1487211387621294080,en,,0,3,31,0,original,1487211387621294080,vancouver lang:en,[],"['vancouver', 'sext', 'as', 'counts', 'this', 'a', 'in']",7,31,0.0,neutral
everyone,"{'type': 'original', 'id': '1487211368822546432'}",1487211368822546432,2022-01-28T23:49:56.000Z,vancouver  southbound main st before w 63rd ave collision involving motorcycle,76718450,IGS GTN,1487211368822546432,en,,0,0,0,0,original,1487211368822546432,vancouver lang:en,[],"['main', '63rd', 'involving', 'collision', 'vancouver', 'before', 'motorcycle', 'st', 'w', 'southbound', 'ave']",11,0,0.16666666666666666,positive
everyone,"{'type': 'original', 'id': '1487211328930398208'}",1487211328930398208,2022-01-28T23:49:46.000Z,"paul kariya 
lw 20032004
vancouver british columbia canada  
games 51
g11
a24
 5
hall of fame 2017 
  ",1485366566212366338,Twitter for iPhone,1487211328930398208,en,,0,0,6,0,original,1487211328930398208,vancouver lang:en,"['#9', '#everyavsever', '#goavsgo']","['2017', 'lw', 'hall', 'of', 'paul', 'vancouver', '20032004', 'canada', '5', 'columbia', 'g11', '51', 'a24', 'fame', 'kariya', 'games', 'british']",17,6,0.0,neutral
everyone,"{'type': 'replied_to', 'id': '1487187276748709893'}",1487211326594162691,2022-01-28T23:49:45.000Z, its 45f partly cloudy in vancouver  and no snow,1323074161812467718,Twitter for iPhone,1487187276748709893,en,1.2804787318748488e+18,0,0,0,0,replied_to,1487187276748709893,vancouver lang:en,[],"['partly', 'vancouver', 'cloudy', 'and', 'snow', '45f', 'its', 'in', 'no']",9,0,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487103426299248643'}",1487211304112693250,2022-01-28T23:49:40.000Z, assign michael dipietro and sheldon dries to abbotsford from the vancouver taxi squad,1101612498,Twitter for Android,1487211304112693250,en,,28,0,0,0,retweeted,1487103426299248643,vancouver lang:en,['#canucks'],"['taxi', 'sheldon', 'to', 'michael', 'vancouver', 'abbotsford', 'and', 'from', 'dries', 'dipietro', 'assign', 'squad', 'the']",13,28,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211292154859520,2022-01-28T23:49:37.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",975703495415353345,Twitter for Android,1487211292154859520,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487087785907408896'}",1487211285171347462,2022-01-28T23:49:36.000Z,"my team is hiring software engineers in vancouver and texas

if you have experience with react or you know anyone who does",1462050997551968261,Twitter for Android,1487211285171347462,en,,3633,0,0,0,retweeted,1487087785907408896,vancouver lang:en,[],"['who', 'react', 'and', 'is', 'with', 'engineers', 'you', 'in', 'have', 'team', 'hiring', 'texas', 'experience', 'anyone', 'my', 'or', 'does', 'software', 'vancouver', 'if', 'know']",22,3633,0.0,neutral
everyone,"{'type': 'retweeted', 'id': '1487093335319891970'}",1487211255702061056,2022-01-28T23:49:29.000Z,one of bcs newest nurses is finally ready to work after a lengthy accreditation process but as the healthcare system,112862192,Twitter for iPhone,1487211255702061056,en,,3,0,0,0,retweeted,1487093335319891970,vancouver lang:en,[],"['to', 'bcs', 'is', 'a', 'process', 'newest', 'but', 'of', 'ready', 'nurses', 'finally', 'the', 'after', 'one', 'healthcare', 'system', 'as', 'accreditation', 'lengthy', 'work']",20,3,0.2,positive
everyone,"{'type': 'quoted', 'id': '1487173428448620547'}",1487211230385164291,2022-01-28T23:49:23.000Z,this rules hopefully we get another chance to see taya or sumie in vancouver no offence to nicole and spinelli ,1692136394,Twitter for iPhone,1487211230385164291,en,,0,1,6,0,quoted,1487173428448620547,vancouver lang:en,[],"['to', 'and', 'this', 'in', 'nicole', 'get', 'we', 'another', 'offence', 'rules', 'see', 'sumie', 'or', 'spinelli', 'hopefully', 'chance', 'no', 'taya', 'vancouver']",20,6,0.0,neutral
